COUNTY_FIPS,MECS_FT,SECTOR,MMBTU,Unnamed: 0.1,State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10
17097,Coal,Mining,1945.812274,242,Illinois,Lake,2016,346,306,32,8,0,0,0,140,54,34,0,0,346,0,0,0
17099,Coal,Manufacturing,3202061.878,241,Illinois,La Salle,2016,350,350,0,0,0,0,0,36,6,1,0,0,0,350,0,0
17099,Coal,Mining,30349.60975,241,Illinois,La Salle,2016,350,350,0,0,0,0,0,36,6,1,0,0,0,350,0,0
17111,Coal,Manufacturing,307885.0369,246,Illinois,McHenry,2016,362,307,49,6,0,0,0,129,54,37,0,0,217,0,145,0
17111,Coal,Mining,9729.06137,246,Illinois,McHenry,2016,362,307,49,6,0,0,0,129,54,37,0,0,217,0,145,0
17115,Coal,Manufacturing,49096823.62,243,Illinois,Macon,2016,366,293,72,1,0,0,0,123,60,41,0,0,181,29,156,0
17115,Coal,Mining,16391.88694,243,Illinois,Macon,2016,366,293,72,1,0,0,0,123,60,41,0,0,181,29,156,0
17117,Coal,Manufacturing,263.79439,244,Illinois,Macoupin,2016,362,341,21,0,0,0,0,97,47,26,0,0,203,159,0,0
17117,Coal,Mining,6049.434474,244,Illinois,Macoupin,2016,362,341,21,0,0,0,0,97,47,26,0,0,203,159,0,0
17119,Coal,Manufacturing,179641.6719,245,Illinois,Madison,2016,366,241,116,9,0,0,0,129,70,44,0,0,203,1,161,1
17119,Coal,Mining,35693.23812,245,Illinois,Madison,2016,366,241,116,9,0,0,0,129,70,44,0,0,203,1,161,1
17133,Coal,Manufacturing,214.9334722,247,Illinois,Monroe,2016,245,245,0,0,0,0,0,29,10,1,0,0,0,245,0,0
17133,Coal,Mining,49039.07017,247,Illinois,Monroe,2016,245,245,0,0,0,0,0,29,10,1,0,0,0,245,0,0
17143,Coal,Manufacturing,290104.2626,248,Illinois,Peoria,2016,366,275,89,2,0,0,0,108,58,41,0,0,192,4,170,0
17143,Coal,Mining,2918.718411,248,Illinois,Peoria,2016,366,275,89,2,0,0,0,108,58,41,0,0,192,4,170,0
17157,Coal,Manufacturing,767.4023951,249,Illinois,Randolph,2016,295,240,54,1,0,0,0,119,58,39,0,0,170,0,125,0
17157,Coal,Mining,11682.75404,249,Illinois,Randolph,2016,295,240,54,1,0,0,0,119,58,39,0,0,170,0,125,0
17161,Coal,Manufacturing,9335.915046,250,Illinois,Rock Island,2016,343,307,35,1,0,0,0,108,51,33,0,0,306,0,37,0
17161,Coal,Mining,38672.0781,250,Illinois,Rock Island,2016,343,307,35,1,0,0,0,108,51,33,0,0,306,0,37,0
17167,Coal,Manufacturing,17316.4637,251,Illinois,Sangamon,2016,364,319,44,1,0,0,0,105,53,35,0,0,323,0,41,0
17167,Coal,Mining,16394.67463,251,Illinois,Sangamon,2016,364,319,44,1,0,0,0,105,53,35,0,0,323,0,41,0
17179,Coal,Manufacturing,2090713.452,252,Illinois,Tazewell,2016,236,210,22,4,0,0,0,141,55,3,0,0,0,236,0,0
17179,Coal,Mining,3891.624548,252,Illinois,Tazewell,2016,236,210,22,4,0,0,0,141,55,3,0,0,0,236,0,0
17185,Coal,Manufacturing,0,253,Illinois,Wabash,2016,364,359,5,0,0,0,0,74,16,3,0,0,0,364,0,0
17185,Coal,Mining,93443.90096,253,Illinois,Wabash,2016,364,359,5,0,0,0,0,74,16,3,0,0,0,364,0,0
17197,Coal,Manufacturing,2311024.621,254,Illinois,Will,2016,365,283,81,1,0,0,0,105,58,40,0,0,195,0,170,0
17197,Coal,Mining,62264.48741,254,Illinois,Will,2016,365,283,81,1,0,0,0,105,58,40,0,0,195,0,170,0
17201,Coal,Manufacturing,297183.7636,255,Illinois,Winnebago,2016,354,316,35,3,0,0,0,105,51,34,0,0,314,0,40,0
17201,Coal,Mining,55697.55915,255,Illinois,Winnebago,2016,354,316,35,3,0,0,0,105,51,34,0,0,314,0,40,0
18003,Coal,Manufacturing,117334.8337,256,Indiana,Allen,2016,358,264,91,3,0,0,0,119,64,40,0,0,149,0,209,0
18003,Coal,Mining,27916.87417,256,Indiana,Allen,2016,358,264,91,3,0,0,0,119,64,40,0,0,149,0,209,0
18005,Coal,Manufacturing,103466.7031,257,Indiana,Bartholomew,2016,366,286,75,5,0,0,0,105,64,40,0,6,139,0,221,0
18005,Coal,Mining,3443.165365,257,Indiana,Bartholomew,2016,366,286,75,5,0,0,0,105,64,40,0,6,139,0,221,0
18011,Coal,Manufacturing,995.8263944,258,Indiana,Boone,2016,181,143,35,3,0,0,0,126,71,40,0,0,181,0,0,0
18011,Coal,Mining,1147.721788,258,Indiana,Boone,2016,181,143,35,3,0,0,0,126,71,40,0,0,181,0,0,0
18013,Coal,Manufacturing,3975.651066,259,Indiana,Brown,2016,138,123,14,1,0,0,0,101,54,36,0,0,138,0,0,0
18015,Coal,Manufacturing,9741.53636,260,Indiana,Carroll,2016,182,147,33,2,0,0,0,101,61,39,0,0,182,0,0,0
18015,Coal,Mining,8894.621879,260,Indiana,Carroll,2016,182,147,33,2,0,0,0,101,61,39,0,0,182,0,0,0
18019,Coal,Manufacturing,491839.4136,261,Indiana,Clark,2016,365,266,92,7,0,0,0,143,64,42,0,0,157,0,208,0
18019,Coal,Mining,46807.48114,261,Indiana,Clark,2016,365,266,92,7,0,0,0,143,64,42,0,0,157,0,208,0
18027,Coal,Manufacturing,1999851.183,262,Indiana,Daviess,2016,354,351,3,0,0,0,0,82,21,4,0,0,0,354,0,0
18027,Coal,Mining,70606.51557,262,Indiana,Daviess,2016,354,351,3,0,0,0,0,82,21,4,0,0,0,354,0,0
18035,Coal,Manufacturing,55616.51223,263,Indiana,Delaware,2016,230,192,37,1,0,0,0,115,58,39,0,0,156,0,74,0
18035,Coal,Mining,2295.443577,263,Indiana,Delaware,2016,230,192,37,1,0,0,0,115,58,39,0,0,156,0,74,0
18037,Coal,Manufacturing,23168.246,264,Indiana,Dubois,2016,127,104,23,0,0,0,0,73,55,33,0,0,0,0,125,2
18037,Coal,Mining,92223.51931,264,Indiana,Dubois,2016,127,104,23,0,0,0,0,73,55,33,0,0,0,0,125,2
18039,Coal,Manufacturing,241259.3418,265,Indiana,Elkhart,2016,358,265,85,8,0,0,0,131,67,39,0,0,140,0,218,0
18039,Coal,Mining,17136.54787,265,Indiana,Elkhart,2016,358,265,85,8,0,0,0,131,67,39,0,0,140,0,218,0
18043,Coal,Manufacturing,9234.670632,266,Indiana,Floyd,2016,366,280,80,6,0,0,0,143,62,40,0,0,193,3,170,0
18045,Coal,Manufacturing,16420.57568,267,Indiana,Fountain,2016,175,175,0,0,0,0,0,30,14,3,0,0,0,175,0,0
18051,Coal,Manufacturing,6004.834568,268,Indiana,Gibson,2016,366,353,10,3,0,0,0,115,19,3,0,0,0,366,0,0
18051,Coal,Mining,144599.834,268,Indiana,Gibson,2016,366,353,10,3,0,0,0,115,19,3,0,0,0,366,0,0
18055,Coal,Manufacturing,5335.757739,269,Indiana,Greene,2016,244,187,54,3,0,0,0,140,64,40,0,0,172,0,72,0
18055,Coal,Mining,14442.28213,269,Indiana,Greene,2016,244,187,54,3,0,0,0,140,64,40,0,0,172,0,72,0
18057,Coal,Manufacturing,29307.05789,270,Indiana,Hamilton,2016,359,271,85,3,0,0,0,115,64,41,0,0,120,0,239,0
18057,Coal,Mining,64943.73315,270,Indiana,Hamilton,2016,359,271,85,3,0,0,0,115,64,41,0,0,120,0,239,0
18063,Coal,Manufacturing,5275.261721,271,Indiana,Hendricks,2016,183,146,37,0,0,0,0,100,67,40,0,0,183,0,0,0
18063,Coal,Mining,1147.721788,271,Indiana,Hendricks,2016,183,146,37,0,0,0,0,100,67,40,0,0,183,0,0,0
18065,Coal,Manufacturing,85754.76153,272,Indiana,Henry,2016,119,106,13,0,0,0,0,65,51,28,0,0,0,0,119,0
18065,Coal,Mining,6695.382044,272,Indiana,Henry,2016,119,106,13,0,0,0,0,65,51,28,0,0,0,0,119,0
18067,Coal,Manufacturing,531.9696844,273,Indiana,Howard,2016,325,243,82,0,0,0,0,81,58,36,0,0,0,0,325,0
18067,Coal,Mining,10042.34367,273,Indiana,Howard,2016,325,243,82,0,0,0,0,81,58,36,0,0,0,0,325,0
18069,Coal,Manufacturing,1482.112168,274,Indiana,Huntington,2016,180,156,23,1,0,0,0,105,64,37,0,0,180,0,0,0
18069,Coal,Mining,15590.00392,274,Indiana,Huntington,2016,180,156,23,1,0,0,0,105,64,37,0,0,180,0,0,0
18071,Coal,Manufacturing,51753.36126,275,Indiana,Jackson,2016,183,146,35,2,0,0,0,129,67,40,0,0,183,0,0,0
18071,Coal,Mining,1147.721788,275,Indiana,Jackson,2016,183,146,35,2,0,0,0,129,67,40,0,0,183,0,0,0
18081,Coal,Manufacturing,15503.54236,276,Indiana,Johnson,2016,183,158,25,0,0,0,0,100,54,38,0,0,183,0,0,0
18081,Coal,Mining,2295.443577,276,Indiana,Johnson,2016,183,158,25,0,0,0,0,100,54,38,0,0,183,0,0,0
18083,Coal,Manufacturing,764.3210915,277,Indiana,Knox,2016,359,313,42,4,0,0,0,119,61,35,0,0,359,0,0,0
18083,Coal,Mining,70904.4717,277,Indiana,Knox,2016,359,313,42,4,0,0,0,119,61,35,0,0,359,0,0,0
18089,Coal,Manufacturing,4973048.179,278,Indiana,Lake,2016,366,258,102,5,0,1,0,217,64,40,1,16,113,7,221,8
18089,Coal,Mining,10383.49063,278,Indiana,Lake,2016,366,258,102,5,0,1,0,217,64,40,1,16,113,7,221,8
18095,Coal,Manufacturing,61140.81759,279,Indiana,Madison,2016,358,273,85,0,0,0,0,97,60,38,0,0,136,0,222,0
18095,Coal,Mining,4590.887154,279,Indiana,Madison,2016,358,273,85,0,0,0,0,97,60,38,0,0,136,0,222,0
18097,Coal,Manufacturing,351851.3909,280,Indiana,Marion,2016,366,206,149,11,0,0,0,143,76,48,0,4,138,1,221,2
18097,Coal,Mining,31728.49707,280,Indiana,Marion,2016,366,206,149,11,0,0,0,143,76,48,0,4,138,1,221,2
18105,Coal,Manufacturing,42596.61646,281,Indiana,Monroe,2016,354,338,16,0,0,0,0,61,42,25,0,0,0,0,354,0
18105,Coal,Mining,18936.96555,281,Indiana,Monroe,2016,354,338,16,0,0,0,0,61,42,25,0,0,0,0,354,0
18109,Coal,Manufacturing,4822.2742,282,Indiana,Morgan,2016,366,337,28,1,0,0,0,105,48,24,0,0,183,183,0,0
18109,Coal,Mining,53546.87098,282,Indiana,Morgan,2016,366,337,28,1,0,0,0,105,48,24,0,0,183,183,0,0
18123,Coal,Manufacturing,7382.62755,283,Indiana,Perry,2016,183,140,40,3,0,0,0,136,74,41,0,0,183,0,0,0
18123,Coal,Mining,5547.660256,283,Indiana,Perry,2016,183,140,40,3,0,0,0,136,74,41,0,0,183,0,0,0
18125,Coal,Manufacturing,0,284,Indiana,Pike,2016,363,360,3,0,0,0,0,72,9,3,0,0,0,363,0,0
18125,Coal,Mining,55869.62502,284,Indiana,Pike,2016,363,360,3,0,0,0,0,72,9,3,0,0,0,363,0,0
18127,Coal,Manufacturing,504546.1805,285,Indiana,Porter,2016,366,276,83,7,0,0,0,126,65,38,0,0,156,14,172,24
18127,Coal,Mining,10042.34367,285,Indiana,Porter,2016,366,276,83,7,0,0,0,126,65,38,0,0,156,14,172,24
18129,Coal,Manufacturing,3833076.174,286,Indiana,Posey,2016,181,148,32,1,0,0,0,112,64,39,0,0,181,0,0,0
18129,Coal,Mining,19422.53324,286,Indiana,Posey,2016,181,148,32,1,0,0,0,112,64,39,0,0,181,0,0,0
18145,Coal,Manufacturing,98558.43977,287,Indiana,Shelby,2016,183,153,29,1,0,0,0,101,61,39,0,0,183,0,0,0
18145,Coal,Mining,11275.3522,287,Indiana,Shelby,2016,183,153,29,1,0,0,0,101,61,39,0,0,183,0,0,0
18147,Coal,Manufacturing,1800.594888,288,Indiana,Spencer,2016,118,98,20,0,0,0,0,77,54,32,0,0,0,0,118,0
18147,Coal,Mining,5632.946997,288,Indiana,Spencer,2016,118,98,20,0,0,0,0,77,54,32,0,0,0,0,118,0
18157,Coal,Manufacturing,1709803.186,289,Indiana,Tippecanoe,2016,347,305,42,0,0,0,0,87,52,30,0,0,0,0,347,0
18157,Coal,Mining,3443.165365,289,Indiana,Tippecanoe,2016,347,305,42,0,0,0,0,87,52,30,0,0,0,0,347,0
18163,Coal,Manufacturing,245155.8204,290,Indiana,Vanderburgh,2016,364,271,89,4,0,0,0,140,63,41,2,3,209,0,150,0
18163,Coal,Mining,118670.4664,290,Indiana,Vanderburgh,2016,364,271,89,4,0,0,0,140,63,41,2,3,209,0,150,0
18167,Coal,Manufacturing,1328847.978,291,Indiana,Vigo,2016,366,236,122,7,1,0,0,153,71,43,0,0,126,29,211,0
18167,Coal,Mining,39243.27209,291,Indiana,Vigo,2016,366,236,122,7,1,0,0,153,71,43,0,0,126,29,211,0
18169,Coal,Manufacturing,61598.46081,292,Indiana,Wabash,2016,347,309,33,5,0,0,0,115,51,35,0,0,347,0,0,0
18169,Coal,Mining,10042.34367,292,Indiana,Wabash,2016,347,309,33,5,0,0,0,115,51,35,0,0,347,0,0,0
18173,Coal,Manufacturing,44165388.7,293,Indiana,Warrick,2016,243,183,55,4,1,0,0,151,71,41,0,0,183,60,0,0
18173,Coal,Mining,53522.14816,293,Indiana,Warrick,2016,243,183,55,4,1,0,0,151,71,41,0,0,183,60,0,0
18177,Coal,Manufacturing,92264.13243,294,Indiana,Wayne,2016,366,363,2,1,0,0,0,106,7,4,0,0,0,366,0,0
18177,Coal,Mining,11190.06546,294,Indiana,Wayne,2016,366,363,2,1,0,0,0,106,7,4,0,0,0,366,0,0
18183,Coal,Manufacturing,7665.640465,295,Indiana,Whitley,2016,356,308,48,0,0,0,0,76,53,30,0,14,0,0,342,0
19013,Coal,Manufacturing,6691.489066,296,Iowa,Black Hawk,2016,364,272,91,1,0,0,0,118,57,38,0,0,0,0,364,0
19013,Coal,Mining,34646.9768,296,Iowa,Black Hawk,2016,364,272,91,1,0,0,0,118,57,38,0,0,0,0,364,0
19017,Coal,Manufacturing,2635.701849,297,Iowa,Bremer,2016,213,196,17,0,0,0,0,80,48,33,0,0,213,0,0,0
19017,Coal,Mining,5536.366884,297,Iowa,Bremer,2016,213,196,17,0,0,0,0,80,48,33,0,0,213,0,0,0
19033,Coal,Manufacturing,505552.8343,298,Iowa,Cerro Gordo,2016,350,346,4,0,0,0,0,59,31,15,0,0,0,0,0,350
19033,Coal,Mining,17323.4884,298,Iowa,Cerro Gordo,2016,350,346,4,0,0,0,0,59,31,15,0,0,0,0,0,350
19045,Coal,Manufacturing,18834467.42,299,Iowa,Clinton,2016,366,176,189,1,0,0,0,108,67,52,0,0,71,2,293,0
19045,Coal,Mining,6498.997427,299,Iowa,Clinton,2016,366,176,189,1,0,0,0,108,67,52,0,0,71,2,293,0
19055,Coal,Manufacturing,63383.02622,300,Iowa,Delaware,2016,128,113,15,0,0,0,0,79,52,24,0,0,0,0,105,23
19055,Coal,Mining,5536.366884,300,Iowa,Delaware,2016,128,113,15,0,0,0,0,79,52,24,0,0,0,0,105,23
19085,Coal,Manufacturing,297.0647021,301,Iowa,Harrison,2016,212,188,24,0,0,0,0,84,51,37,0,0,212,0,0,0
19085,Coal,Mining,714.3877489,301,Iowa,Harrison,2016,212,188,24,0,0,0,0,84,51,37,0,0,212,0,0,0
19103,Coal,Manufacturing,3035.94007,302,Iowa,Johnson,2016,366,305,61,0,0,0,0,100,53,33,0,0,0,0,363,3
19103,Coal,Mining,22859.85529,302,Iowa,Johnson,2016,366,305,61,0,0,0,0,100,53,33,0,0,0,0,363,3
19111,Coal,Manufacturing,3315383.548,303,Iowa,Lee,2016,113,95,18,0,0,0,0,70,54,32,0,0,0,0,113,0
19111,Coal,Mining,22859.85529,303,Iowa,Lee,2016,113,95,18,0,0,0,0,70,54,32,0,0,0,0,113,0
19113,Coal,Manufacturing,35707312.52,304,Iowa,Linn,2016,366,274,90,2,0,0,0,106,63,40,0,0,118,19,227,2
19113,Coal,Mining,12501.50927,304,Iowa,Linn,2016,366,274,90,2,0,0,0,106,63,40,0,0,118,19,227,2
19137,Coal,Manufacturing,309.3371,305,Iowa,Montgomery,2016,366,302,63,1,0,0,0,121,54,38,0,0,161,0,205,0
19137,Coal,Mining,11072.73377,305,Iowa,Montgomery,2016,366,302,63,1,0,0,0,121,54,38,0,0,161,0,205,0
19139,Coal,Manufacturing,535862.7885,306,Iowa,Muscatine,2016,366,276,90,0,0,0,0,95,60,38,0,0,0,15,350,1
19139,Coal,Mining,714.3877489,306,Iowa,Muscatine,2016,366,276,90,0,0,0,0,95,60,38,0,0,0,15,350,1
19147,Coal,Manufacturing,65557.16983,307,Iowa,Palo Alto,2016,366,306,58,1,1,0,0,154,53,36,0,0,149,0,214,3
19153,Coal,Manufacturing,2325015.819,308,Iowa,Polk,2016,366,312,53,1,0,0,0,138,53,37,0,8,137,0,219,2
19153,Coal,Mining,20320.91292,308,Iowa,Polk,2016,366,312,53,1,0,0,0,138,53,37,0,8,137,0,219,2
19155,Coal,Manufacturing,62693.00331,309,Iowa,Pottawattamie,2016,137,127,10,0,0,0,0,67,47,29,0,0,0,0,112,25
19155,Coal,Mining,11072.73377,309,Iowa,Pottawattamie,2016,137,127,10,0,0,0,0,67,47,29,0,0,0,0,112,25
19163,Coal,Manufacturing,3310308.461,310,Iowa,Scott,2016,366,131,233,2,0,0,0,112,74,55,0,0,71,0,218,77
19163,Coal,Mining,94227.22096,310,Iowa,Scott,2016,366,131,233,2,0,0,0,112,74,55,0,0,71,0,218,77
19169,Coal,Manufacturing,824564.0731,311,Iowa,Story,2016,212,198,14,0,0,0,0,77,48,35,0,0,212,0,0,0
19169,Coal,Mining,6250.754633,311,Iowa,Story,2016,212,198,14,0,0,0,0,77,48,35,0,0,212,0,0,0
19177,Coal,Manufacturing,2229.518415,312,Iowa,Van Buren,2016,366,260,104,1,1,0,0,156,59,43,0,0,125,0,241,0
19177,Coal,Mining,16609.10065,312,Iowa,Van Buren,2016,366,260,104,1,1,0,0,156,59,43,0,0,125,0,241,0
19181,Coal,Manufacturing,677.7878307,313,Iowa,Warren,2016,212,203,9,0,0,0,0,71,45,33,0,0,212,0,0,0
19193,Coal,Manufacturing,128231.6271,314,Iowa,Woodbury,2016,366,353,13,0,0,0,0,66,38,0,0,0,0,239,106,21
19193,Coal,Mining,1428.775498,314,Iowa,Woodbury,2016,366,353,13,0,0,0,0,66,38,0,0,0,0,239,106,21
20017,Coal,Manufacturing,11.62681769,315,Kansas,Chase,2016,118,110,6,2,0,0,0,148,40,18,0,0,0,0,118,0
20017,Coal,Mining,13406.08522,315,Kansas,Chase,2016,118,110,6,2,0,0,0,148,40,18,0,0,0,0,118,0
20057,Coal,Manufacturing,970.5995,316,Kansas,Ford,2016,366,360,6,0,0,0,0,67,31,16,0,0,0,0,0,366
20057,Coal,Mining,929.2029298,316,Kansas,Ford,2016,366,360,6,0,0,0,0,67,31,16,0,0,0,0,0,366
20091,Coal,Manufacturing,625385.1092,317,Kansas,Johnson,2016,366,341,25,0,0,0,0,87,47,35,0,0,311,0,55,0
20091,Coal,Mining,64639.40053,317,Kansas,Johnson,2016,366,341,25,0,0,0,0,87,47,35,0,0,311,0,55,0
20103,Coal,Manufacturing,28767.02959,318,Kansas,Leavenworth,2016,362,333,29,0,0,0,0,97,49,35,0,0,362,0,0,0
20103,Coal,Mining,10948.06665,318,Kansas,Leavenworth,2016,362,333,29,0,0,0,0,97,49,35,0,0,362,0,0,0
20133,Coal,Manufacturing,416468.0969,319,Kansas,Neosho,2016,366,336,30,0,0,0,0,87,48,36,0,0,329,0,33,4
20133,Coal,Mining,29914.01457,319,Kansas,Neosho,2016,366,336,30,0,0,0,0,87,48,36,0,0,329,0,33,4
20173,Coal,Manufacturing,338807.5839,320,Kansas,Sedgwick,2016,366,310,55,0,1,0,0,195,54,40,0,13,269,0,43,41
20173,Coal,Mining,393055.1839,320,Kansas,Sedgwick,2016,366,310,55,0,1,0,0,195,54,40,0,13,269,0,43,41
20177,Coal,Manufacturing,1371.535859,321,Kansas,Shawnee,2016,366,335,31,0,0,0,0,87,49,36,0,0,329,0,32,5
20177,Coal,Mining,7567.972919,321,Kansas,Shawnee,2016,366,335,31,0,0,0,0,87,49,36,0,0,329,0,32,5
20181,Coal,Manufacturing,60786.55468,322,Kansas,Sherman,2016,58,48,10,0,0,0,0,98,54,20,0,0,0,0,0,58
20181,Coal,Mining,4180.751423,322,Kansas,Sherman,2016,58,48,10,0,0,0,0,98,54,20,0,0,0,0,0,58
20191,Coal,Manufacturing,365.8782379,323,Kansas,Sumner,2016,364,333,31,0,0,0,0,90,49,37,0,2,336,2,24,0
20191,Coal,Mining,14029.10255,323,Kansas,Sumner,2016,364,333,31,0,0,0,0,90,49,37,0,2,336,2,24,0
20195,Coal,Manufacturing,113.280145,324,Kansas,Trego,2016,366,345,21,0,0,0,0,67,49,38,0,0,342,0,24,0
20195,Coal,Mining,5474.781842,324,Kansas,Trego,2016,366,345,21,0,0,0,0,67,49,38,0,0,342,0,24,0
20209,Coal,Manufacturing,504900.9378,325,Kansas,Wyandotte,2016,365,281,82,2,0,0,0,129,60,40,0,17,192,0,154,2
21013,Coal,Manufacturing,9074.464884,326,Kentucky,Bell,2016,261,236,23,1,1,0,0,161,50,39,0,0,235,0,26,0
21013,Coal,Mining,447101.8979,326,Kentucky,Bell,2016,261,236,23,1,1,0,0,161,50,39,0,0,235,0,26,0
21015,Coal,Manufacturing,45980.62075,327,Kentucky,Boone,2016,241,212,29,0,0,0,0,87,51,38,0,0,241,0,0,0
21015,Coal,Mining,1217.648767,327,Kentucky,Boone,2016,241,212,29,0,0,0,0,87,51,38,0,0,241,0,0,0
21019,Coal,Manufacturing,188611.7815,328,Kentucky,Boyd,2016,366,261,103,2,0,0,0,126,59,42,0,8,128,1,227,2
21019,Coal,Mining,65288.35806,328,Kentucky,Boyd,2016,366,261,103,2,0,0,0,126,59,42,0,8,128,1,227,2
21029,Coal,Manufacturing,658248.1332,329,Kentucky,Bullitt,2016,236,202,33,1,0,0,0,122,58,39,0,0,236,0,0,0
21029,Coal,Mining,18873.08488,329,Kentucky,Bullitt,2016,236,202,33,1,0,0,0,122,58,39,0,0,236,0,0,0
21037,Coal,Manufacturing,44.08184269,330,Kentucky,Campbell,2016,363,250,110,3,0,0,0,115,64,44,0,5,126,1,231,0
21037,Coal,Mining,90.48298619,330,Kentucky,Campbell,2016,363,250,110,3,0,0,0,115,64,44,0,5,126,1,231,0
21043,Coal,Manufacturing,114.8114891,331,Kentucky,Carter,2016,286,264,21,1,0,0,0,103,50,37,0,0,229,0,56,1
21043,Coal,Mining,70811.79854,331,Kentucky,Carter,2016,286,264,21,1,0,0,0,103,50,37,0,0,229,0,56,1
21047,Coal,Manufacturing,273028.2573,332,Kentucky,Christian,2016,283,245,38,0,0,0,0,90,53,39,0,0,222,0,61,0
21047,Coal,Mining,9527.025424,332,Kentucky,Christian,2016,283,245,38,0,0,0,0,90,53,39,0,0,222,0,61,0
21059,Coal,Manufacturing,975196.7954,333,Kentucky,Daviess,2016,366,235,129,1,1,0,0,156,63,44,0,0,79,1,286,0
21059,Coal,Mining,55018.81097,333,Kentucky,Daviess,2016,366,235,129,1,1,0,0,156,63,44,0,0,79,1,286,0
21061,Coal,Manufacturing,2584.480196,334,Kentucky,Edmonson,2016,335,304,31,0,0,0,0,97,50,36,1,0,312,2,20,0
21067,Coal,Manufacturing,13326.17261,335,Kentucky,Fayette,2016,362,296,66,0,0,0,0,93,58,39,0,30,204,0,128,0
21067,Coal,Mining,99548.47131,335,Kentucky,Fayette,2016,362,296,66,0,0,0,0,93,58,39,0,30,204,0,128,0
21089,Coal,Manufacturing,27801.16497,336,Kentucky,Greenup,2016,366,346,20,0,0,0,0,84,46,31,0,0,245,121,0,0
21089,Coal,Mining,9436.542438,336,Kentucky,Greenup,2016,366,346,20,0,0,0,0,84,46,31,0,0,245,121,0,0
21091,Coal,Manufacturing,1692.59623,337,Kentucky,Hancock,2016,242,200,39,3,0,0,0,126,64,39,0,0,242,0,0,0
21091,Coal,Mining,3608.324703,337,Kentucky,Hancock,2016,242,200,39,3,0,0,0,126,64,39,0,0,242,0,0,0
21093,Coal,Manufacturing,3937.563868,338,Kentucky,Hardin,2016,364,248,115,1,0,0,0,101,64,43,0,0,103,0,261,0
21093,Coal,Mining,28400.1103,338,Kentucky,Hardin,2016,364,248,115,1,0,0,0,101,64,43,0,0,103,0,261,0
21101,Coal,Manufacturing,7841.48755,339,Kentucky,Henderson,2016,366,246,116,4,0,0,0,112,63,43,0,0,111,0,255,0
21101,Coal,Mining,56936.75143,339,Kentucky,Henderson,2016,366,246,116,4,0,0,0,112,63,43,0,0,111,0,255,0
21111,Coal,Manufacturing,3635374.777,340,Kentucky,Jefferson,2016,366,217,134,14,1,0,0,151,80,48,0,14,170,1,181,0
21111,Coal,Mining,20090.73364,340,Kentucky,Jefferson,2016,366,217,134,14,1,0,0,151,80,48,0,14,170,1,181,0
21113,Coal,Manufacturing,9795.565533,341,Kentucky,Jessamine,2016,366,330,35,1,0,0,0,126,50,35,0,0,245,121,0,0
21113,Coal,Mining,15412.68669,341,Kentucky,Jessamine,2016,366,330,35,1,0,0,0,126,50,35,0,0,245,121,0,0
21139,Coal,Manufacturing,0,342,Kentucky,Livingston,2016,260,221,38,1,0,0,0,115,58,39,0,0,240,0,0,20
21139,Coal,Mining,38963.81852,342,Kentucky,Livingston,2016,260,221,38,1,0,0,0,115,58,39,0,0,240,0,0,20
21145,Coal,Manufacturing,115.4192466,344,Kentucky,McCracken,2016,366,262,103,1,0,0,0,105,60,43,0,1,91,1,273,0
21145,Coal,Mining,90.48298619,344,Kentucky,McCracken,2016,366,262,103,1,0,0,0,105,60,43,0,1,91,1,273,0
21151,Coal,Manufacturing,17911.49932,343,Kentucky,Madison,2016,97,87,10,0,0,0,0,90,51,30,0,0,0,0,97,0
21151,Coal,Mining,18873.08488,343,Kentucky,Madison,2016,97,87,10,0,0,0,0,90,51,30,0,0,0,0,97,0
21175,Coal,Manufacturing,0,345,Kentucky,Morgan,2016,365,331,32,2,0,0,0,112,50,37,0,0,365,0,0,0
21175,Coal,Mining,10980.28382,345,Kentucky,Morgan,2016,365,331,32,2,0,0,0,112,50,37,0,0,365,0,0,0
21185,Coal,Manufacturing,23.62417795,346,Kentucky,Oldham,2016,241,204,34,3,0,0,0,112,64,41,0,0,241,0,0,0
21185,Coal,Mining,9436.542438,346,Kentucky,Oldham,2016,241,204,34,3,0,0,0,112,64,41,0,0,241,0,0,0
21193,Coal,Manufacturing,63.66182837,347,Kentucky,Perry,2016,352,281,69,1,1,0,0,164,57,41,0,0,88,0,264,0
21193,Coal,Mining,159240.5258,347,Kentucky,Perry,2016,352,281,69,1,1,0,0,164,57,41,0,0,88,0,264,0
21195,Coal,Manufacturing,10.1039014,348,Kentucky,Pike,2016,366,289,74,3,0,0,0,126,58,41,0,0,120,0,246,0
21195,Coal,Mining,738872.03,348,Kentucky,Pike,2016,366,289,74,3,0,0,0,126,58,41,0,0,120,0,246,0
21199,Coal,Manufacturing,32.41014531,349,Kentucky,Pulaski,2016,278,246,32,0,0,0,0,90,51,39,0,0,212,0,66,0
21199,Coal,Mining,38235.25569,349,Kentucky,Pulaski,2016,278,246,32,0,0,0,0,90,51,39,0,0,212,0,66,0
21213,Coal,Manufacturing,93.15456354,350,Kentucky,Simpson,2016,243,217,25,1,0,0,0,101,51,40,0,0,243,0,0,0
